spr+ ruk trajanje
199760 39 8
486001 7 8
494897 28 9
83591 13 6
270674 4 10
327403 44 9
136953 13 11
378310 44 9
459595 2 3
457255 33 4
91385 13 10
441779 12 1
147608 8 8
451868 19 6
252554 43 1
103800 7 10
363884 3 2
233549 21 9
423914 10 8
363418 24 4
37704 19 9
102188 32 11
238467 49 8
224039 49 2
92238 19 6
460059 10 2
479443 9 11
156405 12 6
60495 15 11
473457 35 6
477168 16 1
439886 20 1
200204 26 10
53440 41 9
190453 8 4
462636 9 1
347157 32 6
212807 29 8
413016 4 5
473286 20 10
494013 18 6
199334 39 7
452059 42 3
21294 14 8
340117 7 5
250585 32 7
162460 7 4
466880 42 11
108155 1 5
129167 41 10
312288 4 9
319896 24 11
463581 19 5
153407 25 4
161808 21 1
304797 6 4
306644 6 1
162230 5 11
394833 45 8
439863 11 4
267938 35 1
53229 37 11
71966 25 2
339399 18 1
351487 8 5
231114 17 3
398319 39 2
438338 31 5
330781 8 10
380042 10 9
124060 42 3
175723 24 7
36679 17 4
405768 5 7
374690 20 8
84934 49 6
9779 48 5
178004 44 4
90111 5 10
81998 40 9
435818 28 2
234824 25 1
321132 42 2
487609 33 3
179546 47 6
307271 39 1
22397 34 1
388262 18 5
4538 14 4
337276 43 4
254659 48 5
31575 47 8
217856 24 1
308500 1 10
52410 17 8
569 33 3
210443 20 4
440275 41 10
471441 5 9
135526 41 1
375408 24 6
373040 46 9
257412 38 6
212538 1 9
327618 26 6
107685 32 4
143518 4 5
339714 40 3
82702 41 9
459092 49 10
182385 32 7
152881 2 3
81855 25 11
374384 14 4
159098 46 5
185963 9 2
189376 30 2
402482 24 4
371745 37 4
271987 6 10
474592 36 5
452108 4 3
259149 31 5
481890 38 11
348700 17 7
128207 30 6
231160 40 9
294003 6 8
397032 34 9
114958 23 10
17548 25 7
491772 27 5
223681 6 3
302154 41 4
103793 36 6
62091 11 4
231834 9 10
239188 29 9
163868 13 8
285267 37 9
375754 8 11
499878 35 7
438893 30 9
159933 45 6
261503 39 10
497342 19 8
165211 12 3
306925 8 11
251722 1 6
477275 10 9
269051 39 7
493340 12 10
32807 43 6
399289 41 5
380446 15 3
147466 16 7
248614 28 7
31407 4 10
276320 4 7
131338 10 10
149141 41 11
74465 39 2
168889 34 6
468828 11 11
376762 31 5
244900 4 3
293981 10 9
184236 23 9
198785 34 8
130664 28 11
375667 31 1
312864 36 1
422368 10 11
125575 25 3
148587 28 3
29931 49 5
312703 43 6
443710 22 9
450385 17 1
224433 14 5
480519 42 8
109852 36 2
357266 49 4
395370 28 1
199587 26 1
266241 32 5
402052 32 5
21053 48 2
350118 29 2
354050 26 7
445922 35 3
191620 30 2
418018 27 4
241929 39 1
199803 1 3
386467 15 8
272411 22 7
404054 37 5
196269 8 10
21430 9 7
302239 21 10
476483 12 11
399872 12 6
416870 38 4
212976 4 5
205135 49 6
443217 13 3
56661 9 6
408077 28 9
427272 2 1
315120 28 5
285023 13 8
80190 14 9
20913 35 10
32013 40 5
459401 48 11
302127 34 7
221696 28 10
445682 3 9
483672 29 2
108308 25 11
279582 29 4
465115 26 7
81384 42 6
416534 6 3
190600 24 10
409692 22 5
284280 36 1
270332 45 2
159578 14 1
302466 7 7
424524 26 11
481315 18 4
7802 27 5
486243 35 5
330940 21 5
357406 39 11
26774 35 10
71076 46 9
318196 15 10
266621 22 2
289127 24 9
451991 1 9
255002 35 6
93356 45 1
326337 15 7
60730 22 3
194120 33 3
435019 18 1
120768 20 9
295699 11 9
215561 27 5
115666 49 9
441066 17 8
230366 15 11
281246 33 3
236645 35 1
440831 14 10
479923 2 10
358898 42 1
62945 6 5
167969 28 6
478515 49 8
190420 2 10
333150 21 10
95397 17 9
496166 2 8
211348 38 6
435238 47 1
93480 30 9
134797 26 6
389051 48 7
34593 33 5
374488 23 1
29014 27 10
300384 38 11
365171 37 6
351058 3 3
344146 44 5
444537 5 10
204533 27 2
458145 43 1
409323 36 4
213659 28 9
458923 1 9
268632 12 5
468082 9 2
170750 19 6
176515 41 10
52404 43 3
256475 43 8
495860 27 3
464202 41 4
297840 43 8
369781 14 5
66232 35 7
181497 26 11
18933 19 2
360756 5 6
73557 44 8
302894 1 8
381811 18 9
355292 30 8
317985 38 3
86937 37 6
466474 48 1
57760 14 9
350013 30 11
52909 10 9
463662 14 1
219986 29 10
99615 39 3
9039 15 11
435513 45 1
144496 2 7
387298 46 8
108715 14 10
333604 8 7
273124 22 6
392182 17 4
417145 28 3
338190 33 4
230887 38 9
336918 42 2
119953 19 4
369366 48 3
468466 24 10
21757 42 3
185366 14 11
445887 13 11
342168 25 2
278660 28 10
86810 4 10
427740 28 1
274454 4 8
85121 48 2
153952 32 11
38073 39 10
473335 15 4
421958 45 8
6403 12 2
189843 39 8
401316 16 7
14727 42 9
27521 6 2
196364 47 8
125802 24 7
377735 17 2
391114 18 9
179597 49 5
174465 45 6
184791 42 10
9043 33 5
158094 44 6
170220 11 4
430647 21 4
340270 40 4
394792 22 6
384173 31 5
216036 34 6
221453 25 6
425152 33 1
356773 46 9
254315 1 8
233050 2 10
119844 12 7
149016 42 8
387440 14 7
469385 10 2
228681 18 11
200785 11 1
108883 45 3
92817 23 2
460160 42 11
116497 2 9
332359 20 1
321808 48 8
39146 27 6
53071 1 11
47859 20 6
324774 22 5
98032 21 8
371986 41 10
469560 3 11
423732 25 9
76541 41 7
363866 9 3
379579 14 11
8381 4 7
160485 45 9
369088 14 4
338268 14 4
135995 12 1
399851 48 6
470948 22 9
468672 49 2
240467 38 8
435402 22 9
435834 45 7
252411 17 4
85728 26 7
451428 11 6
407311 15 4
212959 16 10
346983 36 10
192487 22 11
198951 33 8
66369 1 9
462972 16 10
340610 33 8
499702 39 11
432046 20 2
348803 21 6
75589 11 2
393517 26 3
456060 46 9
81534 47 9
256443 9 5
461726 21 2
267571 38 7
275488 25 5
329985 18 10
46996 32 3
141524 18 10
350678 20 8
123299 29 11
202330 37 10
412468 21 8
239256 8 8
282604 27 10
220478 33 9
499606 44 7
238738 27 9
85456 25 10
188936 39 11
155213 43 5
377464 28 2
54101 17 1
326579 7 11
118368 42 8
248757 35 5
132019 2 2
169825 15 5
120525 30 8
119267 29 8
467659 18 8
442935 22 4
75709 18 2
176092 48 5
496151 37 11
234248 23 8
428091 15 11
358029 9 7
88219 9 2
40409 28 8
390359 38 7
84821 8 6
48035 32 3
349360 32 2
328744 3 2
43900 8 4
488331 30 6
204768 30 11
52739 49 11
309328 49 2
390609 20 1
41148 2 9
276746 48 7
365942 12 2
26367 42 6
191555 25 4
122103 11 1
291634 42 1
260939 29 4
102762 20 1
39669 28 8
365170 20 5
132717 44 11
432052 21 7
192086 21 6
490838 31 4
74684 27 2
492700 11 8
369761 4 7
407565 30 1
474618 37 3
369484 17 1
136209 17 11
236983 47 2
104322 44 8
475949 7 7
488714 39 4
217303 8 9
161592 29 2
174615 33 1
241030 13 11
388957 28 5
136332 5 9
337475 39 2
143023 34 5
246868 9 3
417965 49 6
211350 17 4
82911 36 6
219040 35 3
66550 10 8
76080 35 4
424651 48 2
351844 2 1
265767 9 2
185367 12 1
454948 24 10
144799 46 6
164259 4 7
451134 37 7
155022 10 4
448676 27 1
419160 27 7
190482 10 4
338582 35 6
307551 6 11
254345 45 9
377839 13 8
96807 10 7
92486 26 6
421591 40 1
25998 5 6
166632 33 8
11363 33 1
59590 29 1
176965 21 8
116860 45 2
214463 22 5
95399 13 8
392569 45 6
235412 37 1
240251 11 11
177646 9 2
385691 4 4
183365 39 4
171855 9 6
197884 20 6
497009 16 11
72237 28 9
142921 13 6
120866 45 11
19650 24 3
330931 20 7
54794 41 5
190792 36 1
478387 31 3
242937 15 5
76075 39 5
288511 22 11
335132 37 2
54746 32 2
106089 29 11
59344 38 4
97076 30 2
11795 48 2
81635 15 2
227342 44 7
378894 34 8
471574 23 2
480315 14 8
304347 40 3
231922 13 9
216183 49 4
458970 19 3
239934 8 11
138599 34 10
374619 35 6
180751 42 4
87929 36 11
31906 28 9
351885 47 10
84263 42 6
379963 6 2
4636 3 7
455723 41 8
2405 22 9
59093 12 6
307957 31 6
381286 25 9
42109 8 11
19816 7 8
452612 3 3
265908 10 5
121251 13 2
467194 39 4
216654 32 7
232859 34 4
440809 3 11
24210 43 5
84261 12 9
387503 22 3
334235 15 3
92031 13 9
235037 8 6
28672 14 11
83890 11 1
411243 45 7
368210 8 9
385494 45 1
201678 35 10
96172 6 10
7326 37 5
88068 26 7
189224 28 10
109150 44 4
463270 25 10
497878 35 11
430214 1 2
287345 42 11
455876 22 9
468916 49 3
413656 35 2
16996 34 5
266205 23 8
44998 35 10
119996 25 8
60187 49 4
499399 15 10
169108 6 6
255456 22 9
6291 12 8
437646 4 10
23468 31 10
86027 47 5
437026 32 4
323025 36 3
439775 6 4
405082 18 10
131088 46 8
354954 6 3
386581 19 8
30216 8 5
117721 44 6
163278 43 8
341884 2 11
419087 20 5
122399 12 8
145139 41 2
106452 5 4
4523 40 4
24172 6 4
24527 40 5
191227 5 7
60055 14 11
93660 23 9
253514 13 2
422260 5 10
211365 13 4
216365 15 1
372568 23 1
499304 40 5
140165 32 11
209809 29 5
219868 6 5
493349 27 2
138848 40 1
244778 32 10
164878 11 2
39187 15 7
306673 3 6
455880 23 7
219568 20 2
289113 34 6
106636 22 1
239609 16 7
368698 30 6
52689 20 9
440408 14 4
196210 36 3
217107 34 10
98060 29 5
228710 20 8
474279 40 2
180893 8 9
165172 43 3
109708 12 3
391408 25 8
362201 10 3
364806 21 11
300987 49 1
438034 35 3
87579 2 5
462914 43 9
124880 38 5
139560 23 9
62004 19 1
464061 1 9
335713 19 6
195396 41 4
444083 20 10
420599 20 7
37915 22 3
84763 28 2
266426 34 2
39770 33 4
299943 43 1
113141 4 2
238732 17 3
8962 35 7
34069 29 1
108556 38 2
169152 13 3
258716 22 5
163546 6 5
370683 17 5
397506 35 4
445266 45 8
345882 30 8
151246 5 8
393019 48 9
354410 27 1
86273 7 11
140797 25 4
33988 37 5
420667 43 7
253898 41 5
22622 18 9
38058 38 3
256495 25 1
9971 36 10
63834 39 10
198179 15 3
396636 28 4
388717 1 3
353743 1 6
20552 14 6
341373 18 6
139204 3 10
358059 4 7
28251 7 8
203478 31 3
295747 32 9
420176 36 11
318804 47 9
196960 13 1
419896 7 5
420132 27 9
310423 43 1
268556 25 3
362035 45 9
461993 4 2
144218 45 8
89180 23 2
203105 44 7
51035 48 4
12882 32 5
291750 37 4
103411 15 11
208197 9 9
2663 26 11
404736 49 5
499753 18 2
126279 42 4
402305 18 9
171655 1 3
156377 6 5
386062 46 6
256965 31 5
418155 38 8
16764 22 1
293356 16 3
302975 27 11
451941 41 10
14568 33 8
494722 22 4
413234 20 9
465938 42 9
125025 3 8
483456 15 10
132603 39 3
19288 19 9
481315 16 7
221386 46 5
369278 7 8
131473 7 6
195041 37 1
223172 41 10
296466 23 8
155915 13 2
461490 28 8
294942 27 11
16644 36 5
362006 4 2
461740 6 2
18771 20 7
341517 44 4
318638 32 3
132313 5 6
483232 25 7
211920 10 3
381609 39 2
272878 36 8
372541 30 2
476532 32 11
181888 42 5
248462 17 6
322959 15 7
211345 29 5
477653 7 6
394810 23 5
146797 3 6
253806 16 9
128306 37 1
330544 18 6
31365 32 5
121581 44 7
175892 24 1
337510 21 5
455143 21 6
356416 48 3
49516 12 11
37948 22 4
486092 1 3
453175 11 2
106591 47 11
329511 45 2
25456 35 7
279990 8 6
151819 14 2
17750 34 8
277025 16 9
233364 39 2
4662 32 4
78369 13 3
42926 46 2
332908 48 8
376295 12 2
408236 31 6
129100 11 6
70889 46 1
446373 34 3
211 36 1
200200 7 2
373579 31 1
308462 28 6
422632 39 6
214525 21 8
307998 44 4
25136 26 11
135991 2 11
280535 34 4
324713 45 3
98153 10 10
156471 18 5
160084 26 8
305293 15 7
279919 23 1
133137 42 11
303499 17 6
42815 38 10
271489 45 3
249202 44 6
448081 43 5
248744 34 2
230462 43 4
266018 37 3
338371 39 5
439748 48 8
429082 30 8
498693 45 9
42061 33 6
293086 35 4
356995 28 5
360393 35 7
117887 20 8
4500 12 5
156221 28 7
236271 43 5
482469 8 5
184392 11 3
120118 40 9
450886 30 1
17394 22 8
185915 33 5
442692 6 2
183065 15 5
255588 45 6
153785 5 4
392824 49 5
404623 41 1
97558 16 7
432829 11 5
225817 32 8
253755 35 2
121514 22 10
234180 23 7
305762 42 8
313958 35 8
157975 4 3
108988 21 10
257344 7 5
18405 16 2
71960 22 8
256152 18 5
237758 36 3
289191 35 7
110652 47 4
68184 33 2
3502 12 9
21628 19 5
52296 31 3
296737 46 1
481718 21 10
188987 48 8
336339 33 2
484510 39 6
78080 26 9
468425 35 4
495046 33 7
83179 20 5
302841 3 1
390172 7 7
79036 30 7
359322 5 8
9609 3 6
67653 11 5
263274 16 1
277859 19 2
463646 13 11
53775 42 10
328179 2 2
36794 41 8
472426 15 7
240887 11 5
266845 49 9
361020 16 9
495209 39 4
489122 26 1
269657 6 11
133257 11 9
465175 39 4
282734 39 4
186661 41 2
373671 20 9
216566 23 3
125178 38 6
177102 39 6
477400 45 3
446896 20 11
79519 12 5
255744 47 1
150979 2 2
366678 11 1
214340 30 8
66485 40 5
449785 44 1
416988 36 7
337334 44 5
483852 38 8
392419 39 1
47193 36 9
208109 25 10
90128 29 1
2599 26 11
344407 49 2
34317 43 2
246129 9 1
483631 47 7
261075 26 2
323345 4 6
46984 24 10
442653 2 5
146896 23 1
277665 1 10
496840 8 11
392945 21 9
59083 36 1
219782 7 11
331545 2 5
100016 12 8
368803 45 3
82764 14 6
374400 44 11
285211 23 11
300472 29 4
457798 3 11
127122 4 3
454638 38 8
23092 30 6
370957 48 5
400354 25 5
438352 8 7
104427 16 7
358299 46 8
173822 28 7
281908 10 9
185473 22 5
169966 38 5
90688 41 3
171496 11 11
248363 33 10
377581 3 1
212048 20 7
231970 18 1
67491 40 7
245346 39 2
419366 40 3
54851 49 9
127740 18 3
360100 24 5
88939 36 8
240436 38 7
334169 44 7
65587 22 8
309109 42 5
275141 46 8
70920 29 3
363931 20 11
405719 37 9
414564 28 10
350435 3 3
360800 1 1
184717 13 8
82649 3 6
101142 2 10
44189 34 9
394246 35 3
250322 5 10
100642 15 9
265912 23 4
40741 3 4
342424 20 6
251238 40 1
398437 8 2
24611 11 4
23094 6 8
299448 42 4
213477 28 3
246215 42 1
447426 32 10
48541 5 10
311876 18 11
422305 13 8
82182 14 2
375620 8 3
74769 11 9
15634 8 9
92034 45 4
491088 39 7
372232 43 4
479089 8 11
125145 24 11
298847 16 2
76085 33 11
177883 37 8
72142 28 6
132346 38 8
233025 4 1
401410 6 3
61359 2 6
488730 11 3
302320 46 7
295939 41 7
74385 12 1
430028 2 2
335414 21 7
95474 8 10
279255 47 6
42975 12 4
331699 6 8
43779 9 5
311641 33 7
223800 19 7
420727 24 8
187125 28 1
29526 43 1
24104 8 6
397154 23 1
11 33 8
26663 38 10
347005 25 3
171893 23 6
5690 16 3
321230 7 11
370651 25 5
266943 29 2
45596 49 11
157140 38 9
81479 20 3
418705 34 6
53237 29 9
20583 28 6
150118 11 7
45705 20 4
257967 18 9
498441 8 4
114569 31 5
85302 4 9
46040 12 3
175678 48 10
214214 13 3
46218 16 7
94127 29 10
186056 16 9
343279 16 8
451574 9 7
6714 14 1
245445 23 1
67387 36 4
471409 1 4
33913 20 5
454849 22 2
105432 46 1
256087 27 7
488963 18 11
172600 30 3
313413 9 8
435741 41 9
306376 24 5
65485 9 8
116366 17 8
2131 26 10
219164 6 3
385078 30 7
443658 21 3
70405 37 4
238304 49 11
137281 8 8
37915 28 1
339372 4 10
222375 21 9
389169 46 10
120391 46 3
470047 49 11
420028 3 3
58126 41 10
143456 49 11
343281 17 3
333688 24 5
32624 48 4
185638 35 8
117596 37 5
357963 46 3
467475 18 5
254036 17 8
206738 21 4
171249 25 11
445739 23 6
25991 29 11
431183 47 5
370208 10 6
333472 8 8
225678 39 4
193569 21 3
91068 46 3
461372 3 3
157788 41 5
365518 28 10
225428 12 5
68727 26 5
78648 41 3
373173 14 9
257494 27 8
441042 46 5
487321 46 11
108405 12 6
182860 41 7
63116 5 11
54710 39 3
336762 13 5
478409 29 4
103239 39 5
420600 49 5
334492 37 10
356138 46 4
65211 2 3
45347 16 1
103217 49 1
35213 4 5
181139 45 1
223265 30 8
52717 17 3
285978 5 4
450555 30 11
311557 27 10
172117 31 10
361578 26 7
332095 8 8
242930 5 5
67320 40 4
105200 33 4
226334 48 3
263358 26 5
20590 44 7
452663 6 4
241386 15 9
498063 37 2
339441 38 3
137958 5 2
283193 35 11
325132 38 10
370387 10 1
134695 43 4
393365 33 5
483103 37 6
433766 36 11
393789 15 10
392648 1 3
231235 40 6
403381 26 3
97653 20 5
499272 43 8
495554 25 10
478647 46 4
187161 31 10
256868 22 2
117150 2 4
180955 21 5
135328 15 7
14072 9 8
35092 6 11
194680 46 7
438378 42 8
290923 3 7
369073 15 7
5281 37 2
414459 10 3
319921 44 3
94055 20 4
198159 23 11
215011 45 2
364484 44 1
160345 30 1
290566 49 1
282065 5 10
401474 40 9
362494 22 4
463997 25 7
58244 27 6
195814 42 6
104621 21 1
426462 13 11
268639 34 11
144451 36 6
311452 45 6
56187 7 2
98421 48 2
408991 42 1
429224 5 1
268406 29 7
74957 44 3
340665 21 7
452270 4 6
75773 24 9
195248 13 2
106347 48 11
285032 8 2
42632 31 10
164494 36 4
43608 19 5
73449 5 7
455492 28 5
344979 32 8
393853 49 1
248816 10 3
365475 46 1
10236 1 5
363155 18 4
42114 10 6
396851 39 9
206140 11 8
373695 35 1
185791 12 2
28606 32 3
129416 40 1
246303 26 1
200862 16 2
82794 11 11
62613 14 7
8395 45 6
125398 38 5
228003 41 2
42801 9 8
59297 12 9
31769 42 11
404959 32 9
287123 11 6
205264 8 10
257682 16 2
53998 43 9
486451 41 10
330761 40 11
380683 28 6
76359 44 4
132906 40 1
267457 16 1
248245 29 5
272574 8 11
332750 1 4
495499 21 8
405897 35 5
433956 18 7
156070 40 10
422587 45 7
344337 28 4
435063 10 2
29050 33 6
391848 48 8
67678 26 7
107995 10 9
293694 2 5
299978 13 9
63973 4 4
432205 35 7
411838 37 4
374586 21 2
3248 47 11
149127 22 9
249047 29 10
30013 16 1
474316 27 5
460539 24 10
485913 3 8
119395 11 6
371 8 4
159155 1 10
299093 10 6
312977 13 9
348712 4 4
11808 11 5
230177 4 9
377036 31 2
56059 38 2
214129 17 2
306007 37 10
236533 25 1
528 31 5
222836 11 10
414479 32 1
464229 9 2
166294 32 1
222671 31 8
37992 19 9
277030 11 3
273210 22 11
413970 18 5
232062 18 6
148594 34 7
359138 28 5
33410 26 4
113897 4 3
33700 2 1
123947 3 2
328115 11 6
169409 39 11
167998 5 9
475706 2 7
22488 37 8
150098 4 7
253135 49 6
72853 30 5
367066 43 11
430538 33 4
256227 46 7
127241 48 4
223510 34 8
248674 36 1
416809 1 5
50683 31 11
5345 14 4
383791 23 10
385122 5 4
193148 35 2
219784 6 10
128064 45 2
220829 47 5
451616 12 1
25480 37 3
174574 6 10
177659 31 5
198792 14 5
92351 26 3
91102 26 3
234634 18 1
243132 2 4
142501 8 3
86527 40 6
423674 1 10
118979 27 10
455349 49 7
194929 31 11
179224 13 3
141011 19 5
289461 17 3
236956 41 8
83942 21 11
332833 19 7
286814 18 7
235572 18 7
229582 43 3
14148 10 10
488514 9 8
225380 17 9
319959 38 10
61790 24 9
252113 15 4
488171 1 7
208501 10 11
17078 19 2
424257 42 3
127051 1 8
447157 3 2
106867 24 7
127088 16 6
55796 3 8
212864 23 10
444263 29 3
45517 17 9
173426 24 10
27023 1 9
290235 9 6
176942 4 2
371023 33 8
135150 34 11
123493 7 4
333265 24 10
76193 39 7
110417 17 4
61217 31 10
19926 40 11
211031 31 1
52038 48 4
481159 18 11
38155 9 3
262017 9 4
296340 35 4
446527 46 6
134202 20 2
438325 1 5
446535 42 11
113247 45 4
313262 17 3
60845 23 2
28416 35 4
269186 4 2
805 24 9
117352 1 4
242760 22 5
100244 11 10
19785 34 1
460105 11 8
443333 47 6
308793 31 8
138495 24 1
116037 36 8
182521 38 5
307787 48 5
241996 16 7
368369 41 3
360923 19 6
223764 4 2
306457 19 1
221296 14 6
82262 27 7
385522 4 10
59191 27 8
403635 26 4
82974 11 11
351539 14 7
114646 1 8
341171 4 6
134515 39 10
111500 3 8
455084 30 2
363638 18 1
415271 8 11
96774 33 6
451888 45 7
199813 26 5
194637 35 7
291464 2 11
26336 17 6
275935 34 1
194136 4 8
396680 39 8
401853 40 11
337387 29 4
136230 17 7
338696 41 5
375700 49 8
261069 13 6
265026 47 10
141210 22 4
444010 42 8
4224 43 3
338326 24 3
32944 13 1
415383 4 1
301812 14 9
388493 6 10
251262 17 7
178795 40 1
228174 3 1
2397 34 8
89274 4 1
93391 15 8
395605 18 11
393353 42 8
170784 16 9
498830 30 11
260763 10 6
483970 8 9
81319 11 9
352152 27 5
44197 15 10
260242 15 9
464059 12 10
228002 2 8
110358 21 3
139418 15 8
154748 35 4
154225 36 11
208076 14 2
377459 36 10
48781 25 8
450709 32 4
161534 10 1
206898 34 6
248338 44 10
89079 18 4
45360 6 1
27982 31 6
353563 25 1
366653 6 6
175816 32 5
308792 2 4
347062 20 9
225650 21 9
102355 31 8
52528 30 8
362806 18 2
180905 34 8
157355 21 6
167397 22 10
5700 30 3
55886 35 1
212487 18 6
100065 28 11
242583 26 5
138352 3 9
134867 27 10
458935 47 9
444134 23 1
63641 5 8
297545 15 4
13961 34 8
141113 18 2
1981 38 6
217991 9 3
48661 19 9
496796 48 10
198660 20 11
441352 1 8
362900 16 1
351306 35 7
107738 2 11
58248 32 11
459267 41 7
376061 38 8
477595 17 10
450501 23 9
170311 2 1
492452 3 1
450150 31 3
156436 14 1
113693 34 5
68643 23 7
61622 5 5
394437 20 1
129082 39 5
224717 33 3
440592 4 5
240492 1 9
395094 21 3
497799 46 2
103434 36 8
137987 19 7
830 2 10
231978 20 7
246596 49 2
173728 36 6
466192 49 10
222384 47 4
159110 1 6
470665 16 9
108837 36 1
26379 39 10
72077 48 4
298460 5 7
447977 43 8
450209 5 5
24437 23 4
132683 12 4
449454 8 7
294816 11 8
401023 43 5
347512 30 10
47895 12 3
148834 31 5
198659 22 5
117768 6 9
398747 7 10
175250 20 7
358439 24 8
45606 10 3
303054 38 11
366418 6 6
8610 41 1
101863 17 8
403851 6 4
287186 10 1
331990 1 1
74499 45 8
336730 35 5
336062 45 9
397883 3 6
120737 2 3
219393 8 7
272639 20 11
447483 40 7
433606 18 4
69654 11 7
161700 27 10
466284 37 6
372304 17 9
3923 28 10
259539 48 9
233439 7 11
122838 45 11
70764 31 7
130837 1 10
252334 21 11
298075 4 5
158522 18 10
463848 47 2
434199 33 7
56505 5 11
278187 15 1
479846 16 11
258955 14 10
318197 42 1
280776 29 1
266258 36 6
21475 5 7
111385 32 11
261325 9 5
487592 24 7
474126 48 9
89351 48 3
78506 18 4
99294 24 9
484131 7 6
409742 22 10
195880 37 1
442489 19 9
457804 41 2
161268 49 4
130994 45 7
186874 48 10
63446 46 6
354973 41 5
303256 16 3
125330 45 9
278071 36 1
177481 47 1
83124 2 9
217515 15 6
53463 28 11
16904 45 8
337465 21 1
279551 2 11
72061 4 1
326144 38 5
473051 16 4
350958 43 3
194137 48 7
226900 29 6
333282 47 4
56419 35 2
327890 36 9
368672 7 3
178166 36 9
153994 33 10
68624 10 7
254222 3 7
487417 42 4
282808 14 7
398403 26 11
125044 2 10
274322 38 2
289288 21 6
343227 25 2
47061 5 7
18614 39 7
319805 43 4
54718 12 1
135332 44 1
28152 32 3
15848 31 8
314065 29 8
451643 29 7
243008 35 1
453922 46 9
73522 32 1
442389 7 1
79587 1 10
428526 48 10
451988 3 2
445195 22 5
115304 35 6
437259 24 5
142357 10 9
419472 32 11
499897 38 2
352816 44 7
217776 42 6
142871 20 11
276234 7 8
307668 35 8
50092 6 4
48834 20 11
494468 35 1
364473 39 7
482952 27 11
375578 10 4
171722 7 9
165620 29 7
246447 27 1
71848 35 5
300440 36 6
40895 39 5
482791 48 11
268008 16 5
390271 33 3
160509 1 10
185191 18 8
373165 9 11
311459 46 1
106552 49 9
85265 16 4
452896 23 5
44050 38 8
354243 33 4
76927 22 7
365758 36 3
428795 8 1
367643 40 3
219037 4 2
348290 37 5
90480 31 11
180369 32 10
398438 44 8
218196 36 4
150870 45 8
200426 20 10
409183 35 1
29344 10 8
332681 37 7
211147 20 10
400287 26 10
488963 28 4
378137 5 3
198637 34 3
441963 18 6
238351 10 7
226841 3 1
199016 3 4
491288 35 10
415967 44 6
97606 12 6
303036 9 7
85805 43 1
314380 1 11
338134 19 6
432609 48 3
480894 5 10
494442 3 7
17648 35 2
6118 22 10
213519 43 3
424396 1 2
52185 41 11
183626 31 7
287658 27 8
87183 8 1
59920 22 1
369266 7 11
139371 3 6
343401 22 11
129835 6 2
18902 2 6
477943 35 7
121224 26 1
497095 14 9
159467 33 11
60440 16 8
121818 29 4
105178 49 11
158263 26 10
19232 28 11
175913 35 6
30080 48 6
108401 35 7
478251 16 11
322668 1 10
396097 13 7
353365 41 1
320601 3 2
294115 6 5
325509 43 9
460695 8 11
254533 14 9
185014 34 8
67836 8 7
167310 3 11
301455 13 8
298119 12 4
396869 9 11
36885 41 8
301007 27 11
13657 38 7
345580 29 10
254776 48 9
490815 4 3
407976 32 10
112799 2 9
368581 3 3
44038 48 10
413365 7 3
328043 26 5
403814 9 5
180013 27 9
358947 31 3
202336 25 4
251205 2 5
478887 49 10
359920 41 10
104614 8 4
476159 2 9
28556 12 9
328499 34 11
232038 12 9
226638 37 4
250410 32 10
493717 41 7
271141 45 9
382161 4 11
35451 24 11
144846 21 9
60277 27 1
47279 36 5
292355 24 6
65585 7 8
54560 42 3
453377 6 8
235915 30 5
36842 41 1
406516 5 8
408421 47 9
67183 26 11
359236 48 4
439720 14 11
196037 45 1
401566 28 1
331036 35 9
249896 38 1
482508 25 10
248738 18 10
378699 28 10
245419 43 3
109396 47 11
274038 41 3
356415 20 6
323758 4 1
143513 1 11
188430 29 5
240890 9 4
82580 21 11
326181 20 2
364870 5 6
426795 24 1
486055 24 5
73374 38 7
402495 8 3
374355 9 10
346075 2 4
479070 24 10
281058 4 9
391268 24 1
23095 40 8
51686 42 9
209544 37 5
246502 44 1
398292 20 2
480775 29 3
258894 14 3
469791 24 3
283243 43 5
369791 42 2
21011 9 3
128666 38 7
256880 17 8
18000 5 1
431671 4 2
263515 48 2
313681 6 7
91351 13 5
85192 30 1
8823 27 3
121266 40 8
361802 44 11
479609 27 3
57203 9 5
171760 3 1
48673 43 10
91417 21 7
37406 9 9
337416 1 4
425032 48 10
473070 44 7
299981 21 4
397578 40 11
98142 39 9
279226 38 7
481838 35 11
106215 49 7
332424 23 5
40060 32 3
398609 37 6
294756 26 5
173529 38 1
25323 11 2
146216 19 2
194350 38 9
491532 31 6
456783 19 4
308160 48 11
249510 43 5
164847 23 8
323988 32 11
341410 45 9
420911 34 8
401531 40 7
158118 25 6
61970 34 11
174365 30 7
94685 14 9
434243 8 4
38611 33 4
411089 43 5
32684 22 5
453493 19 3
302865 10 10
229659 41 6
305304 41 7
169122 22 7
8169 4 1
52132 8 1
157106 40 2
50464 32 2
271818 4 9
234456 33 8
484481 17 8
414229 8 7
449282 14 9
253452 23 6
303434 18 11
27577 7 7
111115 1 10
155128 37 3
212289 26 7
130530 10 2
373712 45 1
388961 20 7
273284 39 7
210574 24 8
332206 36 2
9978 36 6
226004 46 9
291815 43 8
290686 22 8
333482 4 5
194058 16 3
400979 33 5
57084 49 9
195524 28 6
425478 4 6
462263 13 9
323041 26 4
302665 8 10
222522 16 10
471593 8 7
206878 43 9
56200 48 1
