mbr+ brp
9863 7
4331 4
2551 9
56 2
2285 3
6673 2
464 6
7464 1
7719 7
3080 8
323 2
2362 4
6170 2
771 8
7855 2
2254 6
4606 9
9617 8
7504 8
6673 9
3337 3
3359 7
3148 8
8706 8
8660 9
4086 3
4589 8
6001 7
4605 7
9267 1
477 1
7830 9
2186 9
769 6
4309 1
9617 7
2928 9
5413 3
3430 2
7737 7
1367 1
8453 9
7657 2
1623 8
1737 5
2057 4
1576 4
1345 2
1899 9
5861 4
5219 5
518 9
6134 1
2801 2
6384 4
8322 6
7790 6
2659 2
5959 1
3110 5
5673 4
6381 9
9128 8
1344 8
8518 6
8771 6
1566 6
4561 8
2293 9
6578 3
506 2
9381 3
802 6
4406 5
5559 9
7073 3
9295 5
2597 8
1653 5
1590 9
7744 6
7453 6
1939 5
5855 4
9490 9
3715 9
2915 4
6142 2
1994 2
9750 9
594 5
8252 1
5905 7
3328 3
6808 3
2248 7
9527 4
454 2
3742 1
2643 8
7196 7
243 5
1967 6
5996 6
2744 3
6434 3
6434 7
8921 3
868 5
7984 4
5519 5
5032 9
6614 3
4388 5
6824 7
472 6
5666 1
2925 8
9410 3
5277 6
2283 9
2977 6
1919 4
7784 9
6059 5
8882 6
9050 7
2955 2
315 8
6403 1
2744 8
2252 6
7471 9
2185 9
4158 3
4643 9
1730 2
3447 6
4224 3
1946 2
8112 8
9729 7
8443 8
8427 8
3805 2
3704 2
6373 3
5445 9
6136 2
6126 4
8006 9
6307 5
7753 3
548 9
9377 2
5899 9
5608 6
6379 9
7808 2
9352 1
4394 9
7863 8
189 2
7286 3
1289 1
1542 5
6470 8
9581 2
4326 6
1879 3
271 5
1044 6
2958 8
8091 6
5424 9
5288 1
2851 7
5421 4
809 4
3744 8
9716 2
605 5
2526 4
2379 7
7673 7
2562 7
9866 6
7158 2
3735 7
580 4
4335 7
9972 2
9214 6
4452 2
8688 6
4893 8
3540 8
102 8
6879 4
2854 2
8417 3
8674 9
6363 3
7848 4
9541 7
3815 1
4933 9
4626 5
4278 4
7172 8
3606 1
701 1
3041 2
6499 2
9891 4
2532 4
5367 1
4379 2
689 1
1525 2
9619 8
9615 4
2367 8
9537 6
7189 2
1032 4
5506 7
9855 1
4374 7
826 7
532 2
2717 4
3963 2
2771 2
7443 1
2996 9
9453 8
4050 9
2078 5
8636 5
6044 3
4373 9
7314 7
1933 5
5073 8
6086 1
973 9
3922 5
3178 9
1203 1
3009 4
4162 3
6835 8
8632 8
820 4
181 5
5111 4
7045 2
2574 3
3721 5
2334 9
3709 9
6542 3
1800 2
848 3
8066 7
9665 9
6840 4
5371 1
8607 3
9270 1
6152 7
1749 4
862 4
6893 3
1781 3
9487 9
4057 5
2722 9
3445 1
6909 7
541 1
364 2
7097 4
1350 7
5200 4
574 6
433 6
673 9
1200 8
3691 1
9836 3
7554 5
9469 5
9925 7
5036 4
5815 4
1986 5
240 5
1495 3
9141 1
5681 4
1112 6
6373 9
276 2
6483 3
195 4
9329 9
533 2
3967 4
5507 4
3217 3
5223 8
2150 1
1599 7
5852 6
5012 2
3518 8
3608 7
8110 1
499 4
1824 6
628 6
5046 2
7188 6
9539 6
825 9
2054 5
587 2
7686 1
4775 7
8562 5
2357 7
7663 2
4723 4
1771 6
3371 9
8141 7
7820 4
3692 8
9276 3
5350 6
5551 2
70 8
5592 4
4646 3
2137 6
4052 8
6238 4
2216 7
1454 9
9916 5
3068 7
6398 6
2888 5
5997 5
396 9
209 4
3950 1
2290 3
9306 6
9970 7
9940 8
5279 5
7258 5
9355 5
5981 7
3000 1
1609 5
7063 7
6568 6
3786 2
7895 7
2062 8
4202 2
3467 6
7858 7
4295 1
1875 9
8378 5
3376 6
7909 6
6517 6
3115 3
4988 9
9830 4
204 8
2302 3
9438 9
7214 6
1580 8
984 3
8890 7
3520 4
1496 9
3265 9
7823 5
1510 3
4906 9
5307 3
3725 6
7363 2
38 1
6533 5
2034 5
4033 2
5525 5
7158 6
3353 9
5823 5
4531 2
4407 4
3873 9
2017 4
8232 9
6710 8
6454 5
9165 2
2006 9
513 2
4960 3
9641 2
7124 2
5185 4
9998 7
337 3
9174 7
2637 2
5708 7
7447 8
8131 9
699 9
5201 1
1199 5
1412 7
6489 3
9058 2
6790 6
9304 5
1276 8
6508 8
5279 7
4010 6
8577 6
6290 3
7758 8
5525 8
2294 1
466 2
3916 6
5148 7
1661 2
736 4
3060 5
1224 1
5175 3
7073 4
4220 3
7967 6
8292 9
6237 7
9981 4
7575 2
808 6
2696 2
8688 8
7082 3
2701 4
9361 6
8144 3
4330 1
9752 3
8718 5
5542 4
5119 3
7997 1
9235 2
253 8
4218 9
2838 1
1148 5
8978 9
8193 2
2549 8
9353 6
4399 7
9716 6
7579 8
1621 1
9792 7
2662 1
3497 3
6392 9
4721 7
7123 9
9610 6
5090 5
9936 3
5890 7
8665 6
3341 2
5216 6
7557 1
5343 4
1710 8
3889 1
7670 8
9001 6
591 8
8515 4
3190 2
4028 4
2335 5
3335 2
9305 5
625 9
5870 7
8339 8
5037 8
8538 9
1226 3
2451 5
9149 6
2688 4
897 7
4341 8
5220 6
9875 8
6580 8
379 1
4651 2
6033 8
5004 2
7349 7
3070 4
4587 9
2921 7
3090 7
8235 9
7394 6
7250 8
9196 2
6156 2
2436 2
1460 3
45 4
9672 9
3229 7
9937 7
520 7
3985 8
8803 5
5776 5
4502 7
3100 7
348 7
3497 6
4304 2
1689 6
5966 7
1975 2
9404 9
6267 6
505 6
314 6
9634 4
4278 9
2289 8
1962 4
5546 4
9805 5
1668 8
9421 7
7623 5
7046 7
3987 9
9287 9
199 7
6618 1
7456 3
2253 5
5216 1
1908 1
6986 2
9194 5
6807 8
5487 6
4969 9
6923 5
6777 3
4400 3
2954 5
6786 5
377 6
2030 3
4721 7
3191 9
2408 6
4117 8
2975 4
4621 9
3711 5
353 9
1378 6
9075 7
6673 3
4892 1
9135 4
1241 7
2496 9
5759 1
1021 1
7542 5
2892 4
45 3
912 6
8490 5
1874 7
6896 5
9960 1
493 9
6136 3
5285 1
4369 5
5924 4
6134 4
7539 9
8723 7
3468 1
4072 9
709 1
6745 9
2180 6
6015 8
4627 9
3669 9
5469 2
3856 2
2728 6
7548 9
7021 2
7407 8
3312 6
5307 9
4069 3
7568 2
2462 8
9124 3
9469 3
9454 4
9964 2
5416 9
6088 9
5805 9
9302 2
8781 2
7616 5
7905 6
1451 8
2910 8
2702 4
5212 1
1928 7
4984 4
17 6
4603 3
9423 5
5213 3
3319 7
4297 6
45 5
7606 4
8164 4
4842 7
7705 9
7155 7
485 6
630 7
9988 1
5663 6
6701 2
6907 9
6507 1
9100 4
6333 1
4603 9
1262 9
5118 5
6594 8
577 4
3128 8
774 6
7290 2
1518 4
7321 1
9679 6
4374 7
6912 4
6629 6
2265 3
2468 9
5580 1
3865 8
2831 6
1265 9
6468 4
3710 6
3642 2
734 1
8878 6
617 2
8656 5
1316 3
6507 5
1320 1
4308 3
3282 5
6800 5
9374 3
4023 9
2863 6
2290 8
6255 9
1720 6
6111 2
9502 9
527 8
5418 7
6190 1
869 2
3572 3
6709 8
9111 8
9227 2
9746 5
44 1
9104 6
9693 3
78 6
4622 6
3648 4
3985 1
3518 5
5279 3
7449 1
9877 1
3773 7
9036 9
600 2
3378 9
5907 2
821 7
4897 4
8213 3
8052 8
4 4
1414 9
3385 3
2342 9
9990 8
2562 1
3808 7
6416 1
3292 3
3580 7
269 2
5089 8
3331 2
5551 9
2837 6
2549 6
8506 5
513 7
4326 9
2528 5
4042 3
4099 9
4044 6
8000 3
882 5
9950 4
9706 4
7600 1
5179 8
8520 8
4124 1
6808 1
3445 1
3910 8
1769 7
3028 7
8096 2
151 2
7731 1
7873 6
8160 7
1100 3
2010 3
9963 3
4397 6
5049 9
3967 8
8815 7
6077 1
8178 2
9539 8
3196 3
5423 8
2360 9
2646 3
1091 3
9935 9
6098 5
8526 2
8510 6
702 1
9260 5
7396 2
4546 3
9187 4
7087 8
471 9
7654 5
919 7
3903 4
3597 6
605 1
7560 8
9598 5
6523 6
6860 8
2486 5
2309 8
713 6
8579 6
5833 3
4514 1
89 1
4394 9
9348 8
9385 4
3109 8
1984 2
7598 9
9762 4
1935 6
4644 4
7706 5
5814 2
9967 2
5599 9
7982 1
5014 3
2710 2
8536 9
4667 5
5118 8
8141 3
3636 9
623 3
8684 6
1110 1
9298 5
8618 9
8914 4
1440 3
9989 9
8501 2
9919 9
7794 7
1035 5
2331 3
7550 1
7709 8
3942 6
9535 4
8511 8
538 3
6685 6
6436 1
9244 7
8389 3
4955 4
3641 8
3910 9
2610 4
6269 8
5099 8
9497 9
1579 4
9952 8
8805 4
4525 2
8959 4
6390 4
3629 5
57 8
2752 6
8703 3
5457 5
3725 7
6446 1
6621 9
2205 6
6495 3
658 9
8523 6
7465 3
2053 3
7795 1
8920 6
4603 5
5254 4
145 2
3998 9
3291 2
6137 7
4390 4
6470 8
9098 4
4870 9
4635 3
7745 4
3333 5
9838 8
5205 2
9166 1
3751 1
9684 2
4188 4
3715 6
7589 9
9391 7
6082 7
1491 3
7125 5
3416 2
5615 8
3338 6
6027 7
8123 4
7314 4
874 4
8583 3
3229 5
1420 4
1744 1
9736 9
2802 1
9737 3
8660 3
2543 9
6659 9
2806 2
9476 8
6041 9
2511 2
9307 3
3011 1
2771 3
4393 9
8252 9
519 3
8798 3
5184 1
8699 2
6816 9
8437 5
7355 2
7854 7
6692 2
1870 1
5971 2
1606 1
9163 2
8099 4
5035 8
2111 9
7421 7
3887 9
1152 4
9402 2
2815 8
9116 3
6092 3
1452 4
5920 8
9721 7
7603 7
9576 6
7971 5
1079 4
8979 3
3528 2
7799 8
2077 2
7578 4
7627 4
6900 8
3808 7
9569 5
7341 4
7075 7
3795 2
748 5
651 3
7685 5
8222 3
9804 6
8340 9
5142 3
7426 4
3802 5
3097 5
9540 1
2487 8
9937 1
8454 8
426 3
791 3
7696 3
8168 4
109 8
5398 8
2478 5
3021 7
4861 4
428 9
8830 4
8606 8
5956 1
2167 1
4920 7
6844 2
8204 1
3621 3
6135 4
1714 7
3414 4
8559 4
581 3
5969 1
3439 9
9348 4
538 5
695 4
1193 4
3245 6
3451 4
726 5
2334 2
399 6
9743 4
1732 5
9038 9
2470 1
7177 6
5705 4
9603 5
1184 8
3802 6
417 6
6205 9
253 9
7689 6
1089 3
7359 8
3149 5
4531 7
9360 9
6481 6
634 9
6377 6
4937 3
2407 4
6674 3
9874 1
6727 2
511 3
8763 4
4367 1
894 6
2258 2
9512 1
4494 9
95 2
7342 8
9294 8
3576 6
9821 3
382 8
9313 2
8413 4
2030 9
5453 8
4989 7
6645 7
5706 8
8196 5
1613 5
3787 2
7929 3
1534 4
2373 6
3808 7
2670 6
9882 2
8021 4
1138 2
9879 5
5086 3
4049 2
7156 6
6322 5
7972 5
8044 2
4234 1
6866 9
4181 8
1151 7
7601 9
7402 3
4817 8
7828 3
2022 1
1683 8
4853 2
7839 1
4255 6
6132 8
3629 5
6687 1
9807 9
7208 6
5024 8
1093 4
826 3
9221 3
2629 7
3478 2
3112 5
8111 8
9703 5
1787 7
9271 2
910 5
5125 4
730 1
1715 8
2933 6
8458 1
7861 1
4237 9
9587 3
6185 4
6255 7
1816 7
7512 9
8627 4
4310 5
2247 2
5255 9
3359 8
5193 7
5594 3
5499 1
8162 7
3773 7
1482 7
979 6
6858 3
150 6
758 5
3049 6
848 3
5683 2
1903 1
3166 3
9256 1
3943 9
3652 4
7164 1
7232 3
6513 1
1284 4
7257 6
8917 8
3830 9
8389 5
4943 3
9833 4
6814 2
7082 9
5492 9
7989 8
4301 1
2261 5
877 2
1235 9
8193 2
1873 2
9932 5
4052 5
1855 2
8748 7
3351 8
7202 7
1571 2
3074 8
5053 9
953 6
7032 9
4747 2
4166 5
9291 5
5627 3
1228 4
1063 8
6450 4
5323 4
1790 1
2309 7
5519 9
6085 1
1586 6
1547 4
2014 3
9997 1
3840 8
278 3
7143 5
2568 9
4767 9
4495 3
5691 7
6528 4
5743 9
5951 8
3087 4
5540 2
7066 5
7129 9
778 8
6629 7
1818 5
7750 2
3961 4
4128 9
9327 2
8947 9
9337 8
2381 9
7391 3
7353 5
3134 9
536 9
2133 1
1929 7
8591 5
4514 7
1356 7
2455 7
5162 1
4731 3
7706 3
510 2
776 2
6680 3
9016 5
1052 8
4927 5
3893 6
3371 5
5624 9
8041 5
727 9
8496 7
5309 2
7199 7
6718 7
7508 8
7015 2
5368 6
3954 9
9721 3
844 2
1955 7
1851 1
4197 6
2447 7
4771 4
4643 3
4351 6
6263 2
9170 7
7744 4
7120 4
7952 4
7736 7
4138 5
5055 9
1839 9
2143 7
3676 2
3909 1
7133 2
4664 6
4156 9
1148 2
4522 5
2532 5
3946 9
5674 5
3604 8
2448 3
4754 9
3909 8
3277 4
3274 4
8279 8
6173 4
2725 6
9953 5
3494 9
7302 2
5651 6
3979 6
8814 5
1566 5
8448 8
457 4
9340 7
4822 4
8772 3
6652 5
6382 6
1472 5
7044 7
7530 5
8880 5
5673 7
2141 6
7590 5
933 4
5855 5
1450 8
1057 1
5641 1
4114 3
5413 9
9441 3
5671 3
8118 7
7275 7
2864 9
5994 8
6806 7
2391 1
2514 5
2941 1
4304 1
715 3
2098 4
4509 2
4390 8
3768 3
5396 8
2152 6
2030 4
7967 7
4470 2
4316 5
4641 9
3316 5
9511 5
8126 2
4910 4
2613 7
1813 2
354 6
6981 1
8382 3
3398 3
2309 5
9178 5
5008 5
8767 1
6996 3
1874 2
1666 6
2994 1
1601 7
4300 2
4263 9
1692 7
3469 2
1396 7
5336 3
9413 8
5381 7
986 2
8470 3
136 9
2713 4
1597 6
2722 9
4964 4
8417 7
389 8
7164 6
3915 4
2606 9
3698 2
6128 6
6891 1
8790 3
724 1
6765 8
8037 6
2539 1
3235 6
5952 9
2901 5
6975 5
8391 4
8250 5
7262 6
4596 8
3237 5
453 8
875 3
5312 9
9386 5
825 3
6065 8
2060 4
4137 5
782 3
4346 6
1670 3
9143 1
3725 9
7509 7
8517 2
2508 3
6343 5
8962 5
4292 4
2407 9
8518 2
1656 1
8110 3
4563 1
9168 4
5247 8
9304 8
3179 6
4128 8
7780 7
7149 4
4472 8
3598 7
7626 8
786 2
9180 7
8279 1
2345 5
418 2
6586 6
1510 5
7417 4
2615 4
5795 3
2116 3
6961 6
3336 7
8805 5
2190 7
7590 4
2789 7
947 5
3938 7
4477 9
262 9
9770 1
2020 5
7593 5
206 8
2101 7
4308 5
5925 8
5797 9
2146 9
5082 4
1758 2
8013 7
9820 8
976 7
7609 1
7679 1
4242 9
9580 3
9629 8
4518 6
9389 9
2073 9
919 9
2301 4
1598 7
5000 4
9413 7
1368 6
9640 7
5431 6
1854 6
7475 9
1932 2
3447 5
2585 6
5922 4
6364 2
9001 8
705 2
756 5
8144 1
2391 4
8992 7
8804 6
5425 7
1146 3
8669 3
6053 5
4685 6
8982 2
9621 9
2252 1
3931 3
7731 1
2446 2
8844 3
151 8
9092 1
5943 4
8494 5
7670 5
9707 7
3414 5
9364 4
2669 7
7403 8
119 5
9161 9
3869 2
4954 4
4750 4
7426 7
2953 1
5663 3
457 3
2487 6
8608 5
7692 3
9830 3
4494 3
1870 3
2888 5
5852 2
5669 6
6875 4
2829 3
5197 1
4447 8
49 3
2636 6
9667 1
8178 1
3568 5
9105 1
7682 1
4220 9
547 1
7777 7
4444 3
8560 6
6365 1
382 8
6169 5
2244 4
4436 7
356 2
1596 2
8464 3
1175 4
4502 6
2169 1
5774 5
6925 7
443 7
493 1
4615 5
1565 4
8272 1
2857 3
1948 2
2335 2
6766 5
6464 1
35 7
2012 2
1258 8
5006 8
199 3
4490 7
668 8
424 4
3534 4
4611 6
5040 7
7852 8
830 1
2740 5
2432 4
9392 8
3677 1
6963 3
5667 9
8457 4
9779 9
8112 8
6621 1
9740 3
1165 9
1630 8
1405 5
8433 6
3007 9
4676 2
2314 4
8783 9
8871 2
1578 4
83 4
9994 1
997 9
7404 8
6162 3
204 8
1024 1
236 6
526 3
5810 3
7503 2
1378 7
1417 8
8902 6
9910 1
3973 1
6830 1
5271 7
7377 8
4005 1
8269 8
9580 9
5523 8
2732 7
5058 9
9648 5
839 1
2173 1
2692 4
3485 6
3373 6
3017 6
9117 9
7252 5
6544 9
7350 3
6418 7
1471 5
2129 4
2013 3
2523 9
5851 2
3874 5
8060 6
8678 5
4017 7
9658 6
3651 7
526 2
9553 1
6344 6
4328 8
5201 1
150 3
1074 2
8652 2
2 7
113 4
9684 2
8935 1
8926 8
4235 4
4748 5
5656 5
4337 5
5789 4
2031 4
5350 2
6228 1
2601 4
76 6
5104 3
8184 2
8155 3
8975 8
4067 9
4514 7
1989 6
7736 3
5544 5
4543 1
9819 5
1641 2
1240 7
9931 5
3503 6
7852 3
4627 7
3294 6
7827 9
9485 7
9216 5
5133 9
1132 2
3409 9
6102 6
3106 6
8837 9
228 5
4238 8
807 2
669 3
2545 1
7874 1
7273 3
8573 4
3686 4
5192 2
1699 6
3904 1
9916 6
9851 9
5686 7
4695 8
4197 2
9106 2
8186 6
6952 8
1245 2
1134 5
8671 1
8086 3
7248 5
9245 1
9829 2
3673 5
9760 4
8191 8
4996 8
5611 1
1730 8
1084 2
8048 3
5698 6
4736 2
3080 4
9602 1
6102 6
3891 7
8699 5
5354 4
2491 1
7737 7
7904 4
35 2
5444 2
1284 9
5898 3
1808 9
5025 4
2621 3
3198 7
6319 8
4790 2
5783 5
2427 5
3400 5
3915 6
9431 4
491 3
7851 9
9296 6
6203 3
439 4
3180 8
992 7
418 7
3874 4
8821 4
1762 7
4757 8
8340 8
7213 9
436 6
3197 8
68 1
5133 9
9493 8
8484 5
3657 9
9382 9
8416 8
1020 4
2983 1
6372 1
8146 1
1722 4
1960 2
5241 1
5460 5
7930 3
5173 1
7234 1
6127 3
235 4
306 2
9554 5
7222 9
3096 1
4480 8
4323 9
3139 3
6557 5
2334 3
5039 6
8690 1
4603 2
1074 9
5077 8
6203 6
8431 4
3121 2
7786 4
6020 1
5783 1
1673 7
2054 3
8170 1
2036 9
8377 8
7824 5
9507 2
6818 8
1593 7
1871 1
3552 4
6289 7
4953 1
1120 4
7799 3
4397 7
9990 6
7551 2
8721 4
8872 4
9640 7
2987 4
3365 9
5160 1
596 4
4737 3
4892 4
8124 8
2940 1
1086 9
4620 8
9357 7
8542 6
6774 6
5254 9
8653 6
560 5
6288 5
4352 1
501 2
5023 9
3982 1
95 8
3615 9
6225 9
239 4
6025 1
7392 4
8068 1
8511 2
3055 6
4780 4
9385 5
6269 3
5370 9
3589 9
8796 7
436 4
9999 6
6513 1
7177 6
6847 9
3347 2
9321 3
3605 3
4201 3
2118 4
7527 9
9342 6
6104 4
7878 6
7422 2
7358 1
2789 3
6933 9
8520 3
6465 4
5879 2
7929 5
5675 1
2671 1
4795 8
5774 5
6788 4
7835 8
4184 7
3100 7
7690 2
2713 9
7374 8
5712 3
1933 2
6314 6
8737 4
7583 2
6647 1
8331 1
1130 8
9059 6
3241 7
1008 6
895 8
5547 3
4417 2
5628 4
2891 8
1628 4
5358 1
4091 6
4479 1
6045 2
2354 2
2339 5
2818 5
5924 4
7921 4
6720 3
3780 7
8692 4
8616 4
6419 7
8896 3
7431 3
4543 3
4351 5
6405 9
7257 2
3227 5
36 5
3309 4
160 9
4943 9
5539 5
5975 9
3963 6
4117 3
6476 8
3353 8
5851 6
7414 9
4531 3
4805 2
7931 2
7834 1
6603 9
6850 6
3201 2
8119 8
7993 2
278 9
7950 8
751 8
8902 6
9103 3
2082 9
5964 2
9935 6
6502 6
7166 2
471 7
6783 7
4800 9
2724 6
2186 2
8412 8
1835 2
4342 8
8240 3
2903 5
613 3
9513 5
7012 4
8914 6
4151 5
2357 4
659 8
3724 7
7022 8
595 2
2831 2
4094 2
9859 2
9617 7
5487 1
7749 9
5425 6
1780 4
9922 2
2676 3
3857 9
1853 2
4999 4
1160 2
774 2
7435 4
4012 6
3514 7
7849 2
7968 2
6178 2
3345 8
6009 8
1865 6
7927 4
232 4
5772 1
121 2
3244 7
9177 5
6701 4
6909 2
3846 6
8816 6
8029 3
1979 2
7771 7
6892 5
6360 9
4561 5
9185 8
9954 8
5646 7
8107 9
9383 1
3752 8
7233 9
2254 2
3804 5
6374 3
6672 8
7680 9
3836 9
2911 4
9885 8
2876 2
6288 7
3778 3
9753 2
3343 7
8050 3
624 6
267 6
9665 8
7824 9
1242 2
9942 3
5457 1
5277 1
5566 6
4691 4
2477 1
7737 5
4282 9
405 5
1489 8
5677 2
9578 8
1332 6
522 1
5454 9
7593 7
393 7
6267 2
6184 3
5595 5
6496 9
9773 7
5905 9
1665 3
8834 8
336 6
1020 3
2511 9
6679 4
6983 2
2190 1
7603 1
4704 2
7438 6
4638 4
497 6
8462 1
6882 3
3962 5
6983 8
9129 1
6276 2
5602 1
8051 4
7470 8
4466 5
8553 5
3903 8
9248 9
6896 3
6524 7
6153 9
770 2
4435 4
5578 4
868 2
4821 6
3717 7
8 4
2853 9
7868 7
1033 8
6867 7
8606 1
4301 7
2948 5
48 1
2512 2
6602 9
2404 6
7782 8
6265 6
385 3
7447 7
5749 7
2643 9
2872 6
4090 3
8530 4
7833 4
7140 4
9027 4
9402 3
37 3
5024 4
5371 9
7423 3
5647 3
3079 3
2600 8
943 3
6393 5
2790 4
7800 9
704 7
5903 2
4607 7
722 4
4038 6
140 1
5976 1
2885 4
2778 5
7258 5
1424 3
5209 2
5383 7
6179 8
6589 1
5163 7
4272 5
3652 5
6060 6
9870 5
3749 5
5054 9
7047 6
4278 8
3969 3
2328 3
17 9
4654 8
3502 5
1764 4
5478 2
7794 7
639 5
6258 6
821 6
4848 6
8079 2
7959 1
7162 5
113 3
7047 9
9583 2
3399 9
8294 5
9162 7
7695 6
7382 5
2498 9
9971 5
9307 2
4895 2
9681 6
1582 7
8772 9
5132 2
9836 5
7704 4
7312 1
3621 8
9851 7
8518 7
5097 1
9608 4
3322 2
96 2
2881 9
43 4
6257 7
5895 3
6719 1
312 4
9210 8
2491 8
6296 4
3651 3
2708 7
1913 5
9383 7
9489 6
844 5
9519 9
7179 7
312 6
1151 4
4038 4
391 1
8141 1
786 3
4380 8
7664 4
2545 7
6825 6
6127 5
1507 4
736 5
2192 9
2185 1
1595 7
8669 6
3208 9
9633 6
7922 2
1289 7
5837 9
3066 5
4254 3
5964 1
2816 1
9341 8
8675 9
814 6
9982 7
7690 7
1025 7
3815 6
11 9
4 8
9558 5
5295 9
1746 2
1075 7
4403 9
7564 7
3006 5
762 1
2047 4
6980 1
9369 1
5741 3
6369 1
5505 3
7086 6
2079 4
5723 3
3982 5
2513 2
4485 7
3891 5
5932 9
2895 7
8507 8
6384 5
7313 9
9008 9
2916 7
1234 5
3781 6
7876 4
6234 1
1525 2
3407 3
9819 5
4577 6
3131 8
5490 9
7631 8
4824 1
3999 4
3720 8
1208 2
317 8
3343 3
475 4
7769 8
391 6
7391 4
5416 6
6057 8
9083 5
3683 7
1929 1
6857 6
4035 8
8822 8
5518 7
7590 3
3098 3
3987 8
8435 2
5825 5
6161 3
7157 6
4874 8
3533 8
9634 1
8427 9
272 4
3462 3
6542 1
2166 1
4097 7
5925 3
8133 2
7390 6
5289 5
9711 6
6333 3
243 8
9759 4
4020 1
3687 4
4107 6
5565 9
5521 6
9590 6
6915 5
182 8
5531 6
1274 2
9062 6
8090 8
8483 5
7579 9
524 6
9544 9
6346 9
1992 7
7095 6
6773 9
7549 6
4760 8
1851 5
6949 5
6424 6
1778 3
1265 5
7053 5
155 3
9077 1
7742 3
9173 9
5235 1
9885 9
1612 9
8997 9
3046 8
5537 3
4126 6
1619 7
7878 2
6977 3
2452 5
5270 1
7265 8
3406 7
9200 2
3440 2
265 1
808 7
388 5
3644 3
6284 5
5462 7
1394 7
1268 2
7055 3
5460 1
9906 2
2126 7
5675 1
1806 6
9317 5
8369 9
6694 9
7480 7
6285 8
5666 2
2358 3
8520 2
1475 7
6700 9
7577 7
1527 8
6952 2
2773 2
6377 1
652 5
4331 7
3085 2
7507 9
5698 3
8628 8
7793 8
9028 6
7665 6
9011 9
4747 4
5689 1
7644 4
1232 8
3589 7
1039 4
1750 9
8240 1
7964 5
5745 7
591 1
458 2
633 3
840 5
2326 4
3417 9
8444 3
9944 5
7245 4
4958 9
8551 3
2946 9
739 8
1302 3
6096 1
1849 8
3888 4
346 1
8635 1
8115 3
8013 3
3237 2
3201 9
7148 7
468 4
3544 1
3477 5
9822 6
5698 3
5136 3
4337 7
4107 7
3169 6
285 5
9141 7
6255 7
7783 5
1069 5
9635 4
2775 2
8247 6
3795 6
5202 8
1929 9
8191 9
1269 9
7727 2
5917 3
3517 5
5386 3
6806 4
9840 9
6735 2
9989 3
7241 7
3480 2
2235 6
7969 7
8271 8
1445 4
8871 5
6030 8
4386 4
7959 2
2134 4
8931 8
6216 2
9417 2
2789 4
3440 9
6419 7
8747 1
3653 5
2774 4
4155 2
9236 3
8607 2
4655 1
7718 2
8765 9
3412 2
7547 8
1338 1
1962 3
6522 1
7903 4
4325 6
7006 4
1425 7
2508 1
9571 4
2898 8
3077 8
8950 1
91 2
6789 4
4716 6
5243 4
2135 5
8164 9
9258 6
229 1
2070 4
6893 5
4058 8
9173 3
90 6
3287 1
1689 1
4698 8
1375 6
4804 1
6417 1
3756 2
3407 2
6916 4
2962 9
106 7
110 1
6738 9
5197 3
6875 7
4734 9
3143 3
7071 2
3583 5
8186 2
9367 9
5157 4
1173 2
500 5
5354 9
5671 5
2358 2
586 6
2784 3
4249 7
4601 5
648 5
1591 5
6085 9
7040 8
640 8
6004 6
3323 4
7744 4
452 4
9924 1
5387 9
5601 4
783 3
7030 1
8410 1
3739 1
5304 5
3142 3
7465 5
3779 2
7994 1
845 1
7202 2
3620 3
5058 1
3461 4
8981 8
1635 8
2587 6
8898 2
9566 1
7303 8
5428 3
2214 2
332 7
6796 4
2703 3
1483 7
510 1
1543 7
6593 7
517 1
9904 2
2855 1
9668 4
3785 6
1687 2
8112 2
4272 4
971 8
9595 3
4952 7
722 9
4953 9
1115 7
1870 7
2067 6
9101 7
9774 3
401 8
1846 2
6903 2
1370 4
2832 8
3402 9
3755 5
71 7
4546 2
3337 7
6487 4
7151 7
5246 4
543 9
9651 7
8187 3
6278 4
4407 9
2369 6
8219 2
1044 8
9236 2
5300 3
1764 6
4454 8
8610 7
4038 4
5165 2
6210 6
7575 2
8803 4
7877 1
7483 4
4724 2
8141 6
6675 6
3977 8
8867 4
2410 1
9006 4
1782 7
7628 7
3080 4
5590 1
6805 4
1357 3
8048 3
4859 7
4982 3
8229 9
7534 2
9594 7
4636 7
1167 9
8207 2
1650 6
1467 2
8068 2
6198 9
6302 5
1044 1
754 7
8297 1
2506 1
8425 3
5510 4
2622 5
4748 9
3388 5
4396 4
7829 3
4285 5
9964 3
2994 9
3375 5
3235 8
1753 6
6687 6
4017 6
4733 5
9641 6
6582 3
1558 2
7456 4
7751 7
1106 9
4138 6
2741 3
8672 4
7101 3
9944 9
2324 9
1417 4
6590 5
7799 7
5875 4
5453 2
1998 1
64 9
4754 6
6035 8
6646 2
8863 9
1679 4
7619 3
5815 4
1768 2
5088 5
3866 9
1592 6
2193 4
3882 1
9824 2
819 3
9192 6
6156 4
5656 9
3273 7
1536 2
8453 4
8367 4
5166 2
7582 4
6548 2
754 4
8221 4
6880 7
4024 2
1368 6
7533 3
7689 3
6687 4
3260 9
2472 8
9786 2
8324 5
7062 2
7110 2
7082 7
2735 1
4077 8
253 5
1742 8
6277 5
416 7
1262 1
9664 6
8834 6
9446 9
6946 7
4730 2
4452 7
5983 8
9997 7
842 4
728 5
9831 2
5557 4
9025 8
1161 9
6234 9
4897 8
8323 3
8161 7
4008 8
7189 3
9956 1
8525 2
3507 9
