mbr+ god plt
4439 2003 1342
5098 2003 3834
3610 2003 3035
4602 1992 3654
4182 1993 3413
6928 1997 3488
7775 1997 3093
8322 2001 3364
6324 1999 1478
7825 2002 1378
5218 1998 3674
7476 1993 2667
4932 1992 2557
7724 1994 4696
3121 2003 1207
8409 1990 3528
9417 1999 2550
6581 1997 2609
5852 2000 3205
7992 1990 4637
9126 2002 3486
4845 1994 4780
3629 2003 4192
8274 1998 1787
5529 2000 2908
8591 2000 4008
5515 1991 2998
3649 2001 3474
8131 2000 2757
5045 1992 4396
5481 1993 1416
4488 1999 3147
9373 2002 2615
8821 1997 3484
5699 1994 2704
7730 2000 1677
8789 1997 1346
9830 2000 3684
4125 1991 3982
9908 1996 1784
4093 1996 4928
3248 1995 2904
4740 1996 1439
7309 1998 3123
6311 1994 1204
9038 2002 2543
7495 1995 2399
4532 1996 2616
5465 1994 4940
6770 1996 1438
8378 2003 4737
8825 1994 1153
9464 1999 2958
4177 2000 1352
5393 1990 4211
3516 1992 3622
9209 1990 3360
6852 1998 2903
6991 1997 2810
3627 2003 4478
5567 1991 3099
3019 1991 2980
7178 1992 2305
8935 1993 4829
3795 2001 3720
6480 1997 4780
5816 1998 1261
4064 1994 4463
9030 1992 3439
6423 2002 4618
8106 1997 1086
6544 1993 3901
4531 1997 3512
3185 2002 1477
5421 1993 3959
9486 1996 4634
5315 1998 3180
3104 2002 3262
7974 2001 2450
3208 1999 4563
9390 1996 3001
5491 1995 2875
8545 1993 1274
7157 2003 2428
3547 1994 3916
7623 1997 2756
6232 1994 4255
8574 1995 4647
3188 1992 4786
5104 1991 3396
8278 1991 1387
4789 1996 2098
6398 1991 4824
5538 2000 1782
3109 1998 1025
4179 1994 1704
5353 1996 3603
3828 1999 1779
4277 1995 4044
4442 1998 1193
4864 1999 2177
6561 1999 2871
5736 2001 2378
7867 1997 3629
6332 1998 2402
3925 2000 2173
3862 2002 2150
4657 1996 4877
8888 1991 1066
8295 1995 1556
4474 1995 3677
5959 1993 3254
7170 1998 3774
8082 2003 4187
6325 1994 1502
6889 2000 1763
5162 2003 3846
6039 1997 2332
7961 2003 4124
6781 1992 4558
7802 1999 3865
3876 1991 3663
3987 1991 1206
4994 2003 3100
5640 1990 3803
4984 1994 3839
6174 1993 4638
3307 1996 2404
5318 2001 1132
7930 1998 2653
7522 1999 3285
6851 2003 1968
7575 1993 2390
7016 1998 4417
4967 2003 1557
4732 1994 1484
4409 1995 2006
8331 2001 3381
5094 2002 4769
4565 1991 3038
5407 2001 1210
3181 2003 3317
3561 1992 3510
7472 1990 3701
3809 1995 4868
3782 2002 2021
6834 2001 4497
5102 2002 1836
4806 2002 2671
8033 2000 4433
5898 1999 3493
8825 1999 1549
6747 1995 2894
9082 1995 4953
8208 1999 4614
9821 1998 3226
6114 1993 4563
5845 2003 2149
3534 1994 2483
7095 1995 4146
5052 1993 1806
9405 1990 1941
7435 1996 4635
9247 1990 1144
4194 2000 4714
8538 1996 3546
7611 2003 3749
5680 1996 3111
8263 2002 3837
8282 1993 2186
8217 1994 4991
9484 1996 1672
4435 2003 1651
5152 1990 4195
9989 2001 1142
8157 1993 3783
5466 1999 2618
6124 1990 3980
7027 2002 2393
6796 2000 1826
9235 1991 4963
3791 1996 4880
6804 2003 4710
4027 1994 4418
7795 1991 1676
6073 1997 4553
8493 2000 1819
4667 1990 3179
3364 2000 1712
9136 1996 4821
6296 1999 3773
6881 2001 1699
3091 1993 4062
5074 1996 3758
9466 1996 3012
3785 2000 4954
4062 1999 3926
3298 1998 4194
7901 1990 3466
9804 1992 1138
8717 1993 1039
9525 1996 2483
4793 1991 3738
5978 2001 1190
8620 1999 2860
5617 2002 4331
4019 1997 1743
4819 2003 3497
3663 1995 4794
5224 1999 3900
5956 1995 3818
5113 1994 2161
3509 1995 4782
9283 1993 3360
4016 1993 2114
3769 2000 1922
4065 1994 3153
6888 1997 3174
5795 1996 2603
7551 2001 2055
3655 1994 3695
4579 2001 1369
5114 2000 1539
8512 1999 2999
4172 1999 3037
6728 2002 2462
7536 2001 3775
4513 1995 2504
4647 1999 1050
5854 2001 4438
9124 2000 2671
7316 1997 2669
4415 1997 2371
4510 1994 4303
5867 1991 4356
4648 1995 4504
3881 1990 4907
5583 2002 4786
5095 1993 3953
3863 1990 3543
4484 1998 4498
3174 2002 4829
9945 1996 4161
6684 2001 1610
4477 1993 4335
8744 1993 4072
4317 2001 1055
8693 1990 3394
9156 1994 3669
6330 1998 3303
6828 1998 1175
6589 1997 3951
8977 1995 2498
8111 1996 4340
7196 1998 1880
6955 1995 3054
9339 1999 1162
7154 1999 3276
4166 1994 2083
8593 1999 1588
7535 1993 3353
7039 1990 3481
6200 1993 3030
4447 2001 1999
9674 1991 3813
7284 2003 4704
5951 1998 2051
9497 2003 4890
3547 1992 1080
3767 1994 3881
7998 2002 4837
7946 1999 4250
9119 1992 1711
7910 1992 3450
7486 1995 4963
4289 2003 2353
3203 1991 1711
9491 1992 1423
9862 1995 2956
6728 1997 1561
7800 1990 2626
4012 2003 1731
3038 1999 2017
3363 2000 2529
9330 2001 1875
3701 1999 4106
9156 2003 4989
9008 1995 1330
8864 1999 3934
9379 2001 4590
8658 1990 4089
8332 1996 2407
6635 1995 4873
4950 2003 1380
6158 1996 2503
3740 1998 1819
6370 2001 1103
9734 2002 2250
8268 1998 2252
3899 2003 3288
6401 1995 3952
6374 2001 2343
7635 1991 4741
4900 1993 1988
5692 1994 1272
5531 1993 2845
9501 1998 3624
5885 2002 3272
5518 1990 4938
7602 2001 4405
6881 1992 3567
3767 2000 1409
9766 1996 3737
7939 1996 1887
9914 1991 1920
5862 1993 2559
9339 2001 2935
7063 1990 2007
4729 1995 2373
8082 2002 2374
5172 1990 1285
5917 2001 2628
3281 1992 2690
4490 1992 1256
8602 2001 2468
6857 1993 1032
9719 1998 3323
4030 1998 3288
9031 1997 3036
3306 2003 1215
5791 2000 4385
4640 1994 3005
3751 1990 3760
4518 1990 2843
6148 1994 2698
8692 2001 3779
9713 1993 1792
9871 1999 4903
5640 1997 3539
5659 1998 3082
7073 1992 3425
3746 1991 3271
9517 1995 1657
7552 1999 4782
8842 1996 4812
8220 2002 2970
6818 1994 2134
8068 2001 2790
5628 1996 2614
8063 1992 1796
8992 1992 1728
8040 2002 3272
4748 1994 3556
7165 2002 1780
4191 1993 4529
3287 1998 3493
4656 1993 3414
3632 1994 3429
6418 1993 4914
4880 1990 4873
6242 1993 2966
6866 1992 1762
6780 1990 3254
3721 1992 4836
6748 2000 3538
3469 2000 3501
7207 2000 3635
4358 1996 2316
9007 1994 1743
4111 2002 3204
9246 1995 3230
9255 1999 1669
6477 2002 2397
4297 2003 2066
6800 1994 2140
4306 2002 1087
6839 1999 3369
3265 2000 3150
8710 2000 2777
8335 2000 2808
7700 2001 4364
4901 1999 2515
7178 2003 3023
4928 1996 2785
3091 2000 1637
4155 1993 4401
3128 1995 1814
8129 1994 3770
9219 1992 3579
6049 1990 3582
8088 1992 3031
5349 1993 2880
5849 1995 2892
5537 1999 1292
7777 1991 4692
6266 2001 1808
8953 2000 3393
5581 2001 3397
6556 2000 4968
9477 1995 2500
5195 1999 4224
4109 1994 4966
4887 2003 2880
7410 2002 1230
6817 1996 2290
4671 1998 2380
5674 1997 1203
9559 2001 4329
8967 2001 2165
4262 1999 3292
3491 1994 2702
8853 1996 4161
6268 1993 2793
9922 1993 4469
4338 1995 4743
8950 1997 1122
8494 1990 2936
7811 2001 2438
5693 1998 1478
4799 2002 4632
6705 1994 4919
3972 2003 3313
3541 1992 1954
9267 1997 2539
6571 1998 4335
4670 1991 4732
3938 1995 3862
5937 2002 3794
7805 2000 3684
4297 2003 2862
5420 1992 3128
3299 1991 4799
5512 1990 3108
4656 1996 3077
7235 1991 3330
6100 1992 4245
7779 1997 3823
3806 2000 2093
6446 1995 2399
7531 1997 1145
8733 1997 2533
5831 1994 1331
5610 1998 1923
3450 1991 2295
7480 1999 2245
4771 1998 4303
8726 1991 3923
7924 1995 2319
3503 2002 2554
4345 1999 2769
5570 1990 4468
9943 1998 2436
8841 1991 4614
6004 2003 1785
5301 1994 3365
8072 1992 4194
5131 1995 1399
3060 1990 4447
8724 1997 1548
5756 1993 3560
6121 1999 3438
6987 1995 4571
7497 1999 4937
9531 1997 2704
7267 1998 3518
4819 1994 1311
3037 1999 3166
9762 1994 2490
8354 1991 2974
3677 2003 4115
6829 2001 2969
6199 1998 4668
9847 1994 3252
8520 2001 1043
7775 1990 1510
9363 1999 4207
9783 1990 4948
6897 1997 1206
9525 1997 2969
7387 1996 3824
4365 2003 3120
6524 2003 3652
4358 1999 3347
4157 1996 4745
4167 1996 3363
4354 1999 2795
4748 2001 3982
3800 2002 2125
9847 1996 1950
6456 2001 4033
7897 1994 1093
8620 2000 3869
6018 2003 3587
6347 1995 3432
9814 1994 3905
5978 1992 3492
8851 1992 1523
9560 1993 4492
8548 1993 1770
5726 1990 1887
9708 1997 3202
6959 2002 1506
9660 1996 4618
9930 2002 4853
7991 1990 2037
3695 1995 4583
3982 2003 2468
9399 1992 3052
7922 2001 1037
5379 2000 4248
5030 1998 3494
6558 1995 1803
4032 1999 2374
7995 1996 1705
7883 2001 1155
5854 2000 1282
6237 1991 2463
5242 1991 2665
9863 1997 2881
8149 1994 2623
9360 2002 3581
9077 1997 4418
9136 1999 4175
7198 1993 2348
7682 2002 4709
7080 1991 1974
4117 2002 3214
5129 1991 2744
7730 2002 1490
9511 1998 1821
7419 1994 4653
9521 1991 3657
7346 1993 3487
8810 1991 4082
5411 1994 3574
7663 1997 3938
3955 1990 4638
4087 1993 1634
9019 1992 4673
7453 2002 1509
6293 2002 3047
3965 1997 4040
5912 2001 3921
9280 1996 4606
5739 1992 3872
5981 1991 1337
3299 2002 3786
3119 1991 1295
5015 2001 2615
7628 1992 2919
3720 2003 3607
5752 1999 3731
5892 1995 3590
6318 1997 2082
5208 1990 2459
8141 1992 4665
7700 2001 4875
4027 1991 3920
8900 1990 4139
7766 1995 3726
3878 1998 2378
9331 2003 4276
9943 1990 1984
3496 2001 3571
4523 1998 1471
4769 1999 2854
9361 1990 3865
7310 1996 2690
7839 1991 3877
7818 1997 4544
6105 1994 1125
8226 2001 3533
4299 2002 2940
4088 1995 3429
8695 1990 1167
6377 2002 4245
3740 1999 2154
3995 1995 4845
8851 1999 4486
3724 1994 4323
9277 1996 2706
6836 1997 3923
4894 1995 1710
5604 2003 1534
8765 1995 1442
4474 1994 3235
6542 1991 4951
6700 1999 3625
4809 1999 2617
5519 1999 4703
4194 1997 3219
8733 1996 3001
5126 1997 3408
8039 2001 1398
3986 2001 1630
4364 1993 2904
3715 1990 2192
8265 1998 2998
9260 2000 2005
4811 1994 1884
6967 1996 2788
8597 2003 3735
4729 1994 4153
5825 1999 3131
6800 1993 1142
6126 1991 2343
7539 1999 4403
3361 1991 3857
6193 1996 2865
5780 1990 2311
7942 1996 2946
9845 1995 2189
7333 1993 2568
7634 2001 3996
7340 1993 1988
9368 1996 2676
4586 1991 2171
5374 1997 2614
6512 2001 1932
4882 1993 1653
4947 1994 2877
9585 1990 1813
3449 2003 4851
6894 2002 4443
5887 2001 1124
4123 2000 1698
8935 1999 2299
8116 2001 1765
8674 1990 4373
9799 1993 4998
4602 1993 4672
8529 1992 2342
6600 1990 3385
9703 1990 4783
3138 1995 3780
7356 2001 3904
5690 1994 1796
4656 2000 4468
7257 1997 2500
7919 1993 4745
9089 2001 4246
3395 1990 2488
4042 1993 4779
3884 1991 3805
9826 1990 1225
5406 1997 1485
5794 1997 4183
7690 2002 1685
6723 1999 2451
8855 1998 3713
9556 2002 3699
9562 1993 2480
7707 1996 2167
7602 1996 2848
3944 1998 3287
6887 1990 2768
5298 1990 2727
3512 2002 2184
8506 2001 2212
6732 1996 1983
9563 2002 4356
4809 1999 4979
8580 2003 2707
9243 1992 2443
5662 2001 1795
9087 1991 2459
7235 2001 1848
5363 1993 4882
4467 1996 4089
8801 1996 4112
5413 2002 2973
9052 1999 4280
3310 1995 2344
8987 1999 3351
3077 1999 4766
6231 1994 3117
8207 1993 3982
6048 1994 1406
6661 1994 4226
9056 2002 3791
6333 1994 2620
4794 2000 2601
9263 2001 2805
8825 1992 3675
8774 2003 1304
3573 1999 2885
5095 1992 4623
9337 1995 4105
3714 1991 3640
9639 1999 2542
7220 2003 2301
5368 1999 2475
5753 1994 3967
8003 1990 2337
5922 2001 4830
4199 2002 4203
6944 1995 2001
9908 1997 3004
3078 1994 4215
6216 1994 1909
9463 1995 2235
9693 1997 4408
9107 1994 4413
3646 1991 2753
5274 1993 1277
4055 1994 2292
9743 2003 4619
5261 1998 4165
9307 1998 4023
6778 1999 3271
7885 1994 1828
9794 1997 3567
7240 1993 3949
6670 2003 1172
7063 1996 1440
9116 2000 4630
5839 2002 3714
4024 1992 4442
6976 1993 3468
6080 1996 3025
7883 1999 3762
9132 1993 3365
3840 1994 3668
5945 1995 4789
7541 2003 3276
3115 1990 3753
5882 1994 4920
3401 1993 2890
9488 1998 3984
5720 1993 1763
9388 2002 4937
5907 1994 1042
9130 1990 3002
5897 1998 3195
6521 1997 4307
4489 1990 3649
9070 1991 3331
3492 1993 4290
4220 1995 3939
9175 1996 1038
8458 2000 1954
4440 1998 2083
5458 1991 3683
7483 1995 3462
8550 2000 4466
7400 1992 2822
7055 1990 2877
6309 2002 1584
3161 2002 3130
7493 2003 4695
5473 1996 4123
6504 1996 2772
3756 1996 4721
4386 1992 4740
7479 1997 2917
8122 1990 4340
8791 2003 1375
3960 1996 3332
3623 2000 4830
8263 1991 3690
9438 2003 2874
8463 2003 1669
8082 2001 2402
8931 1998 3420
4738 1994 2923
4312 2002 4960
3120 1994 4961
6902 2001 1189
7302 1993 1506
3373 1992 1809
3508 1991 3377
7154 1992 4939
7593 2000 3134
7488 2001 1332
3833 1997 3022
7541 1998 2658
9423 1995 2095
5244 1992 2287
6422 2001 4049
5004 2000 3158
4455 1990 1105
7818 1999 1746
3680 1992 1192
9382 2001 4754
7297 1999 4303
6711 1992 1268
4775 1996 4175
5842 2003 3255
5877 2002 4084
9072 2001 3757
9744 1996 1146
3411 1997 4992
4447 1997 3662
5801 2002 3083
9221 1994 1482
3700 1995 3956
8440 1999 3062
6069 2002 4437
4851 1995 1292
5078 2003 4589
5403 1993 4866
6816 2001 1014
8167 1992 1932
5035 2000 4945
4019 1997 1054
6799 1998 2952
7531 2003 4476
5956 2001 3078
8642 1993 1576
3934 1991 3854
9293 1993 1185
9656 1995 3260
9458 1995 3790
6683 2003 3027
6004 2003 2686
5817 2003 2661
4981 1990 4992
9143 1990 4169
5578 2003 1190
6261 1996 3847
7850 1992 4523
5064 1992 3629
8535 1990 4291
6706 1991 3509
9045 1996 4175
8879 2000 1267
6156 1999 4037
3804 1994 1647
3669 1994 1683
5758 2000 2384
8020 1990 2044
4576 1996 3718
9455 1998 3488
4808 2003 1707
4197 2000 4608
4913 1995 1254
8229 1997 3612
9353 1990 4374
4754 1997 4067
9880 1994 2891
4094 1996 1351
8766 1993 1050
3499 1990 3511
4485 1993 1017
8101 1997 1008
5796 1995 4827
7850 1996 1389
9932 1999 1817
3984 1995 2236
3764 1994 2009
4909 1994 3106
6488 2002 3043
6884 1993 1262
5300 1992 1469
4025 2002 3595
4482 2000 1850
3243 1996 2247
5659 1993 3995
4994 1995 2212
9574 1991 1168
9380 1998 2346
8810 2000 1344
9560 1992 1710
9774 2002 3971
7797 1991 3799
4121 1997 1954
4662 1997 4792
8920 1990 1745
8126 1991 2909
5197 1992 2888
3206 1994 4131
4839 2000 1187
8405 1996 3390
9737 2001 3532
8332 1995 4186
3411 1993 4778
6511 2000 3808
7981 1998 1774
5132 1999 4011
5254 1990 2965
3346 1999 1831
7637 1990 3634
4374 2003 4203
3886 1991 4947
9512 1997 4960
4460 1990 3204
6009 1997 2704
8732 1990 3699
7713 2000 1271
7584 1991 2759
4745 1997 1598
4031 1996 3943
7189 2000 3327
8205 1990 2456
6141 1999 3390
6123 1999 1602
4144 2003 2924
3636 1991 4773
8271 1998 4072
6547 1994 2126
7856 2001 2232
6050 1991 2911
6668 1999 1900
8855 1991 1810
4072 1995 1884
6216 1992 2581
4264 1996 3333
7808 2003 1897
5451 1998 4731
8315 1993 2934
7300 1993 2847
6792 2002 3686
4853 2003 2540
4932 1995 4344
9109 1999 2126
4559 1998 4321
6365 2001 4146
4975 1992 1882
6428 1997 3228
5647 2002 1155
9415 1992 3171
7225 1991 1132
4906 1992 1457
7965 1997 3339
8206 1991 3567
5482 1992 3171
7707 1996 1349
6413 1993 4957
9529 2003 4557
3436 2001 4159
9928 1998 1386
7257 1997 3529
5470 1996 4897
4145 2003 3224
4520 1991 4953
7054 2001 2360
5513 2000 4816
6678 1997 3474
9519 1999 1917
4864 1990 4534
5566 1990 2079
5273 1992 2840
6741 1997 1907
4069 1998 3341
5498 1999 3517
5757 2003 2752
5981 1995 1589
5760 1990 2517
7896 1999 4151
3092 2000 2786
8721 1993 1814
5193 1992 1660
9556 1992 4232
8111 1996 2119
7879 2001 1311
9040 1999 4146
7557 1994 3645
6275 1992 1882
5571 1994 1547
3164 1997 1025
4270 2003 1854
5903 1998 1348
4095 1991 1536
8175 1994 1346
8812 2000 3613
5126 2002 3906
8860 1991 4955
6917 2001 3956
3479 1991 4992
5162 1994 4994
9180 1996 3762
8687 1995 1442
7555 2000 2876
5750 2001 3252
4599 2003 1365
6842 2003 2287
7457 2001 1328
8594 2003 4869
7373 2000 1180
8431 1993 3306
8365 2002 2457
3633 2000 2881
7622 1991 1409
5288 1994 4402
7035 1993 2011
3227 2001 3104
7446 2001 4868
3845 2002 1652
8680 1998 2901
5123 1999 2642
7136 1991 4803
8510 1996 3533
9765 1999 3911
3213 1998 2221
6160 1995 4820
9106 1990 2623
3110 2003 4500
7118 1997 3202
6808 2002 2892
5451 2002 3861
3720 1999 3327
5509 1993 4607
3717 1994 2402
4095 1998 3284
6788 2001 2459
9158 1997 1529
8169 1991 2780
7034 2000 4184
8919 1996 3223
3993 1999 4410
3679 1996 4974
7907 1998 3371
4613 2000 1679
3594 1998 3704
6132 1994 1931
3487 1996 2351
3344 2001 4839
5749 1990 3459
4519 2001 4382
5399 1998 4640
5632 1998 1398
8718 1991 3032
7817 2003 1705
3875 2003 3475
5001 2001 1678
4938 1990 2334
5465 1990 3862
8847 1997 1819
4032 1998 2772
7939 1999 4056
6525 1998 3096
6200 1996 1601
7412 2003 1428
3645 2003 1795
3819 2000 2562
6809 1992 2072
5483 1999 1616
4144 1996 1963
8857 1996 1846
7741 1992 2618
3597 1992 2522
5522 2000 1570
5882 1990 1338
7940 1990 3758
7208 2002 4711
7594 1999 2239
8515 1990 3900
6161 1999 3104
8926 1997 3303
3449 1997 1485
5772 1996 3594
9923 2002 4958
4195 1996 4073
4110 1995 1284
8749 2000 1592
8007 2001 2342
5387 1992 3583
8371 1991 2791
7072 2003 3058
9506 1993 3925
7633 1996 2558
3849 2002 4319
6981 1999 1695
9735 2003 2811
7439 2003 1885
8093 2000 2565
9077 1992 4395
8652 1997 4031
7341 1991 4107
7786 1992 4587
8728 2003 2554
8648 1996 3462
7537 2001 2003
5640 1995 3860
5494 1996 4279
8322 1997 4517
9350 1994 4667
8062 1994 1033
8633 1991 1282
6644 1997 4518
9962 1990 2114
7442 1995 3521
4126 1990 4040
9447 1992 3666
6278 2002 3380
8193 2002 4601
7313 1994 1537
8741 1997 3687
3778 1990 4422
5875 1990 3246
3891 2001 4973
5244 2002 2677
7139 1991 2077
7989 1998 2078
8061 2001 3952
5814 2003 4040
9378 2003 4117
5445 1994 2435
7088 1998 2544
8374 1997 3002
6085 1992 2906
9866 1996 1013
8078 1998 3579
7426 1991 2204
7817 1994 4412
3551 1996 2094
6083 2003 1739
9526 2001 3944
3670 1994 3655
4086 1992 3532
7063 1999 4051
9222 1996 1524
4820 1991 2800
9098 1997 3917
3713 2001 2753
6773 2001 1514
9529 1991 1635
6509 1994 4611
5876 1995 1309
4070 2000 4046
3223 2003 1134
7024 2001 3400
6748 2001 1689
4797 1999 2943
4868 1998 3240
3245 2002 4944
3016 1993 3667
6884 2001 3915
8755 1993 4682
4794 2003 1423
9760 2001 3911
4737 2002 4495
5189 1990 2588
9477 1992 2293
5838 2001 4795
7654 1999 2797
4165 1994 4432
5055 2003 4324
3701 1993 3911
8504 1998 2512
4963 1991 1425
5960 1993 3239
6375 1991 3982
9869 1997 4582
8708 1993 2983
5772 2001 3420
8034 1992 2661
9170 2000 2458
5666 1994 4117
4910 1991 3708
7206 2003 3996
8660 2002 2084
6190 1990 2528
6348 2003 2839
9449 1997 4054
4928 2001 2663
9103 1992 3317
3832 2003 1746
5691 1994 4989
7316 1999 1916
4817 2003 3041
6972 1995 4033
3413 1994 3423
6660 1990 3574
9307 2002 1366
5754 2003 3526
6858 2001 3623
3091 2002 2179
5575 1992 2953
9221 1995 2625
4829 1999 1628
7871 1998 2157
9975 1994 4988
8939 1990 4326
8544 2002 1982
7067 1997 2548
3207 1993 4876
4514 1993 4638
5703 1996 2176
7722 1999 1084
4657 1990 1141
3866 2002 2372
3695 1993 1116
9802 1994 3671
5258 1999 4769
3233 2001 1447
8032 1992 3194
7168 2001 2564
6896 1997 2036
4733 2001 4178
4923 1996 4582
3426 1992 3164
9979 1991 2466
9113 2000 3398
3481 1997 4489
4447 1997 4887
5670 1995 4311
8221 2002 3326
3847 2001 4483
7745 1992 2023
4938 2003 3846
8329 1999 2546
8186 1995 2439
6475 1993 4042
6568 2002 4105
7271 1990 2671
9633 1993 1697
5319 1992 4495
5416 1999 4095
8460 1995 2675
6094 1993 4918
8751 1994 2563
6670 1992 2673
4187 2003 1661
6728 1993 3423
5712 2003 2227
7033 1996 2592
8616 1994 1315
9788 1990 3966
3591 1995 1056
7524 1991 1083
4799 1995 1023
7936 1990 1129
7132 1993 2543
9082 1996 3089
9896 1990 1633
9176 2003 4393
5976 1995 3971
6208 1997 1164
3389 2002 4403
4970 1999 3180
9026 1995 4037
9755 1994 4836
6204 1994 3892
8882 1993 4120
5641 1995 4984
3332 1995 2229
8977 1991 2167
8751 2000 4529
3041 1997 3832
9850 2000 4357
7195 1994 2679
7138 1994 2742
8762 2000 4889
4896 2000 1215
8783 1994 4667
9995 1999 2590
7053 1990 2092
9405 1996 2700
8556 1992 1083
4632 2000 1357
4673 2002 1076
5548 1992 3977
5860 1990 4899
6659 1994 3983
5639 1993 4155
8921 1995 2651
8209 1997 2792
5999 1993 3433
5238 1995 3365
6855 1995 1981
5332 2003 2686
9597 2000 2063
3198 2001 2304
7222 1995 3850
8485 1995 4610
7275 1999 3799
8548 2002 4897
6778 2002 1983
5154 1995 1060
5858 1993 1098
7832 2000 1740
6960 2001 4750
6225 1992 2696
8891 2000 3848
7208 1995 3816
8488 2001 4246
8515 1990 1166
5631 1994 2285
5248 2003 2484
4547 1992 3016
8123 1991 4295
7443 1996 1952
6127 1990 2612
7289 2003 3007
7705 2001 1669
6054 1996 2286
7964 2002 3910
3379 1996 4661
3904 1999 1087
6684 2003 4651
7057 2002 2684
7576 1997 2472
7243 1991 4536
5308 1998 2558
3754 1991 3668
3251 1990 1964
3216 1995 2458
7822 1998 4521
6556 1996 4904
3110 1995 3151
6300 1991 4771
4421 1993 2991
6012 2002 4588
3181 1997 4761
8189 1999 1483
4431 1992 1476
6157 1991 3801
5986 1994 1950
3808 2001 3609
5442 1993 4343
5912 1993 4720
9416 1993 2862
9368 1998 2097
7025 2001 1190
5162 1993 3811
5252 2000 1442
6321 1999 4229
8874 1997 1809
9687 1991 1044
6030 1995 1035
5020 1994 1776
6511 1999 1243
9512 1994 4889
8356 2001 2490
6661 1994 1615
7863 1998 3745
5102 2002 1403
7525 1993 3265
9182 1998 3897
3864 1995 4067
4259 1990 4665
8015 1996 1964
6077 1997 4540
8552 1997 4516
5280 1992 3707
5692 1999 3229
7221 1992 1539
8370 2000 2889
3608 2001 4237
7189 1992 2286
9832 1991 4012
7962 2000 2580
6483 1993 2313
8821 1995 3358
9544 1994 3409
9352 2002 3313
5209 2002 1759
7214 1996 2186
4461 2003 4564
6874 1990 4910
7567 1997 1409
4645 1996 3329
8868 1999 3481
6210 2001 4201
9831 1997 2285
5738 1995 3106
3762 1996 3571
5886 1994 3275
3574 1991 2029
3545 1999 1459
9883 2000 1729
5503 1992 3904
9195 1997 2164
9978 2002 3908
7823 1994 2490
3715 1990 1974
7964 2002 2297
5711 2000 2181
7861 1993 2638
8665 1992 4518
4849 1998 4358
8683 1999 3034
5600 2001 4754
3930 1997 4995
9610 1994 2703
4504 2000 1763
9023 2002 2627
7194 1991 4107
7886 1998 3412
5611 1999 4436
5143 2002 1475
5521 1997 3881
8021 1998 1536
6295 1997 2588
3992 2000 4223
4878 1991 1792
4041 1991 4579
4708 1993 3782
4537 2003 4205
9011 2000 4466
3470 1994 1158
7139 1997 2438
6527 1994 2264
9661 1997 4376
7815 2003 4301
8899 1993 2375
5942 1990 1968
7466 1996 3375
8240 1998 4178
6123 2000 3999
5648 2000 3375
7012 1994 1458
4809 1990 2691
9995 1992 1012
4880 1990 1986
9139 2002 2603
9957 2002 4363
8899 1992 1322
4523 1990 4891
8280 1993 1042
6695 2000 2112
4628 2000 2695
5891 2002 1499
6392 1990 2028
5460 1996 2401
3388 1994 4323
4544 1996 1135
4176 1996 4150
8102 1993 2977
3288 1993 4810
6187 1991 2879
5178 1999 4910
6083 1999 4584
3513 1990 3991
8376 1992 1387
7579 1999 3075
7924 1996 1931
8249 1991 3988
3724 2000 1874
5687 1994 4898
9623 2001 4449
3040 2001 2036
5385 2000 2508
3477 2001 4012
9281 1999 4658
4191 1997 3305
5087 1999 4613
7204 1999 3635
8376 1998 2447
8564 2002 2793
5392 1998 3968
7445 2002 4717
7855 1996 2113
8533 2003 4706
9808 1991 2267
8404 2000 2621
5378 1991 3232
6359 1991 1775
3851 2003 3172
6119 2002 4601
5244 1994 1390
3769 2002 1472
4298 1995 1581
8815 1991 3143
5031 1996 2863
7930 1994 4315
3340 1996 2861
8639 1999 1822
4063 2003 3454
4523 1996 3514
4268 1998 1669
3675 1997 1005
5500 1990 1769
8910 2002 1806
5209 2001 3128
4026 1995 4743
5015 2003 4634
8554 1996 1435
4393 1991 4143
3844 1999 3343
6680 1995 1206
9720 1991 4804
5977 1996 2380
7007 1996 3322
6878 2003 2045
7887 2000 4673
9932 1991 2037
7099 1994 1972
7999 1996 4571
7374 1999 4241
5768 2000 4115
4234 1998 3039
3814 1992 3763
3039 1992 3006
7218 1999 2292
8176 1992 4478
7701 1999 3034
5745 1992 1700
7264 2002 4057
7653 1994 1963
9912 2001 2725
4623 2000 2346
9810 1990 1263
9218 2002 3195
8891 1990 2394
7330 2000 2055
4334 1995 3675
5838 1991 4450
5770 2002 1291
3419 1999 1845
3095 2000 3456
9189 2003 3882
9629 1993 2776
9229 1991 3947
6260 1993 2678
9255 1997 4759
9666 1994 2403
7941 2002 2707
5522 1997 1951
6759 1999 4971
9769 1992 2102
3590 2002 2566
6727 1998 3795
8314 2000 1778
3437 1991 2981
8684 1997 4462
7518 2000 1324
5477 1996 2400
5881 1991 3291
5902 1998 2622
7511 1992 3902
6875 1992 1104
3000 1995 3613
6090 1995 4104
3853 1998 3730
3945 1993 2267
5008 1993 1462
5782 2003 1165
5321 1990 2327
3006 1990 1371
8155 1999 3106
7334 1990 4755
7365 1995 4594
7230 1993 2268
8386 1993 2066
5094 1995 1406
6177 2001 4667
4904 2003 3872
8426 1997 2150
8324 2003 4501
7515 2000 4162
3995 1997 2035
3072 2001 1011
3693 1998 1456
7602 1990 2527
6523 1994 1754
5821 2001 4695
5432 1999 3041
7325 2003 3193
4607 1990 3458
7958 1994 1065
5131 2001 2050
7932 2003 1365
